names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count,fu,,,reference_product
"Electricity, gas, steam and air conditioning supply",,6.873676761,,0.689378435,300,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_,2,188,1891.053287,6600,117.8113726,5.834476425,0.585154404,74,_sawing__softwood___cubic_meter__CH__None_,,,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_
Manufacture of chemicals and chemical products,,0.612949771,,0.064234028,300,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_,2,188,1891.053287,6600,117.8113726,0.520280646,0.054522774,21,_sawing__softwood___cubic_meter__CH__None_,,,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_
"Wholesale trade, except of motor vehicles and motorcycles",,4.859747275,,0.523197901,300,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_,2,188,1891.053287,6600,117.8113726,4.125023899,0.444097959,14,_sawing__softwood___cubic_meter__CH__None_,,,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_
Manufacture of coke and refined petroleum products,,1.65902079,,0.219976555,300,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_,2,188,1891.053287,6600,117.8113726,1.408200883,0.186719287,12,_sawing__softwood___cubic_meter__CH__None_,,,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_
Forestry and logging,,86.22955776,,3.11972419,300,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_,2,188,1891.053287,6600,117.8113726,73.19289798,2.648067093,11,_sawing__softwood___cubic_meter__CH__None_,,,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_
Manufacture of rubber and plastic products,,0.043623823,,0.00539353,300,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_,2,188,1891.053287,6600,117.8113726,0.037028533,0.004578107,8,_sawing__softwood___cubic_meter__CH__None_,,,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_
Manufacture of basic metals,,1.304340158,,0.113200532,300,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_,2,188,1891.053287,6600,117.8113726,1.107142824,0.096086252,8,_sawing__softwood___cubic_meter__CH__None_,,,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_
Civil engineering,,1.171268311,,0.116461361,300,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_,2,188,1891.053287,6600,117.8113726,0.994189512,0.098854091,6,_sawing__softwood___cubic_meter__CH__None_,,,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_
Land transport and transport via pipelines,,36.97158568,,3.90609526,300,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_,2,188,1891.053287,6600,117.8113726,31.3820176,3.315550251,6,_sawing__softwood___cubic_meter__CH__None_,,,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_
Mining of coal and lignite,,0.093306676,,0.010255439,300,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_,2,188,1891.053287,6600,117.8113726,0.079200058,0.008704965,5,_sawing__softwood___cubic_meter__CH__None_,,,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_
Manufacture of food products,,1.266857139,,0.093233716,300,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_,2,188,1891.053287,6600,117.8113726,1.075326695,0.079138129,4,_sawing__softwood___cubic_meter__CH__None_,,,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_
"Crop and animal production, hunting and related service activities",,0.449419934,,0.048338842,300,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_,2,188,1891.053287,6600,117.8113726,0.381474152,0.04103071,4,_sawing__softwood___cubic_meter__CH__None_,,,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_
Manufacture of machinery and equipment,,0.018314549,,0.00143848,300,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_,2,188,1891.053287,6600,117.8113726,0.015545655,0.001221003,2,_sawing__softwood___cubic_meter__CH__None_,,,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_
"Waste collection, treatment, and disposal activities",,0.383270415,,0.037031178,300,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_,2,188,1891.053287,6600,117.8113726,0.325325481,0.031432601,2,_sawing__softwood___cubic_meter__CH__None_,,,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_
Mining of metal ores,,0.12644005,,0.014878916,300,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_,2,188,1891.053287,6600,117.8113726,0.107324146,0.012629439,2,_sawing__softwood___cubic_meter__CH__None_,,,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_
Manufacture of other non-metallic mineral products,,0.131586299,,0.014201606,300,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_,2,188,1891.053287,6600,117.8113726,0.111692357,0.012054529,2,_sawing__softwood___cubic_meter__CH__None_,,,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_
Manufacture of electrical equipment,-0.00068606,0.000698481,0.000548375,5.90E-05,300,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_,2,188,1891.053287,6600,117.8113726,0.000592881,5.01E-05,2,_sawing__softwood___cubic_meter__CH__None_,,,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.149479008,,0.013650093,300,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_,2,188,1891.053287,6600,117.8113726,0.126879948,0.011586397,2,_sawing__softwood___cubic_meter__CH__None_,,,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_
Sewerage,0.0036627,0.0036627,0.001044593,0.000108032,300,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_,2,188,1891.053287,6600,117.8113726,0.003108953,9.17E-05,1,_sawing__softwood___cubic_meter__CH__None_,,,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_
Unknown,,0.095566685,,0.010388982,300,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_,2,188,1891.053287,6600,117.8113726,0.081118387,0.008818318,1,_sawing__softwood___cubic_meter__CH__None_,,,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_
Construction of buildings,,0.00418354,,0.000395864,300,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_,2,188,1891.053287,6600,117.8113726,0.00355105,0.000336015,1,_sawing__softwood___cubic_meter__CH__None_,,,_board__softwood__raw__air_drying_to_u_20____cubic_meter__CH__None_
Mining of metal ores,,4.14E-05,,4.39E-06,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,113,746.9205623,3900,117.8113726,3.51E-05,3.73E-06,56,_transport__freight_train__diesel__with_particle_filter___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Manufacture of basic metals,,0.000945834,,7.64E-05,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,113,746.9205623,3900,117.8113726,0.000802838,6.48E-05,17,_transport__freight_train__diesel__with_particle_filter___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
"Electricity, gas, steam and air conditioning supply",,0.001187505,,0.000126299,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,113,746.9205623,3900,117.8113726,0.001007972,0.000107204,11,_transport__freight_train__diesel__with_particle_filter___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Manufacture of chemicals and chemical products,,0.000120041,,9.57E-06,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,113,746.9205623,3900,117.8113726,0.000101892,8.13E-06,5,_transport__freight_train__diesel__with_particle_filter___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
"Wholesale trade, except of motor vehicles and motorcycles",,0.002568132,,0.000217235,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,113,746.9205623,3900,117.8113726,0.002179868,0.000184392,4,_transport__freight_train__diesel__with_particle_filter___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Manufacture of coke and refined petroleum products,,2.83E-05,,2.66E-06,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,113,746.9205623,3900,117.8113726,2.40E-05,2.26E-06,4,_transport__freight_train__diesel__with_particle_filter___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Land transport and transport via pipelines,,0.000314116,,3.11E-05,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,113,746.9205623,3900,117.8113726,0.000266626,2.64E-05,4,_transport__freight_train__diesel__with_particle_filter___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Manufacture of other non-metallic mineral products,,2.37E-05,,1.16E-06,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,113,746.9205623,3900,117.8113726,2.01E-05,9.83E-07,4,_transport__freight_train__diesel__with_particle_filter___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Manufacture of other transport equipment,,0.000101777,,5.80E-06,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,113,746.9205623,3900,117.8113726,8.64E-05,4.93E-06,3,_transport__freight_train__diesel__with_particle_filter___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
"Waste collection, treatment, and disposal activities",,0.000129478,,1.04E-05,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,113,746.9205623,3900,117.8113726,0.000109903,8.87E-06,2,_transport__freight_train__diesel__with_particle_filter___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Mining of coal and lignite,,3.93E-05,,3.70E-06,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,113,746.9205623,3900,117.8113726,3.34E-05,3.14E-06,2,_transport__freight_train__diesel__with_particle_filter___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Civil engineering,,1.11E-05,,1.04E-06,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,113,746.9205623,3900,117.8113726,9.40E-06,8.82E-07,1,_transport__freight_train__diesel__with_particle_filter___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Manufacture of chemicals and chemical products,,0.001151368,,8.78E-05,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,227,1406.437623,7200,117.8113726,0.000977297,7.45E-05,104,_transport__freight_train__electricity___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
"Electricity, gas, steam and air conditioning supply",,0.029732582,,0.002893788,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,227,1406.437623,7200,117.8113726,0.025237446,0.002456289,25,_transport__freight_train__electricity___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
"Waste collection, treatment, and disposal activities",,0.002923563,,0.000218925,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,227,1406.437623,7200,117.8113726,0.002481562,0.000185827,15,_transport__freight_train__electricity___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
"Wholesale trade, except of motor vehicles and motorcycles",,0.004052783,,0.000336653,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,227,1406.437623,7200,117.8113726,0.003440061,0.000285756,13,_transport__freight_train__electricity___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Manufacture of coke and refined petroleum products,,0.000839707,,9.84E-05,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,227,1406.437623,7200,117.8113726,0.000712755,8.35E-05,13,_transport__freight_train__electricity___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Mining of coal and lignite,,0.001896555,,0.000317128,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,227,1406.437623,7200,117.8113726,0.001609823,0.000269183,12,_transport__freight_train__electricity___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Manufacture of basic metals,,0.022000287,,0.001761478,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,227,1406.437623,7200,117.8113726,0.018674162,0.001495168,8,_transport__freight_train__electricity___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Manufacture of other non-metallic mineral products,,0.000566015,,1.78E-05,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,227,1406.437623,7200,117.8113726,0.000480442,1.51E-05,6,_transport__freight_train__electricity___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Civil engineering,,0.000309365,,2.80E-05,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,227,1406.437623,7200,117.8113726,0.000262593,2.38E-05,4,_transport__freight_train__electricity___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Land transport and transport via pipelines,,0.006512953,,0.000635185,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,227,1406.437623,7200,117.8113726,0.005528289,0.000539154,4,_transport__freight_train__electricity___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Forestry and logging,,0.000244777,,2.03E-05,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,227,1406.437623,7200,117.8113726,0.00020777,1.72E-05,4,_transport__freight_train__electricity___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Specialized construction activities,2.56E-08,7.21E-08,8.23E-07,9.43E-08,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,227,1406.437623,7200,117.8113726,6.12E-08,8.00E-08,3,_transport__freight_train__electricity___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Mining of metal ores,,0.00116107,,0.000126488,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,227,1406.437623,7200,117.8113726,0.000985533,0.000107365,2,_transport__freight_train__electricity___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Unknown,1.52E-05,1.86E-05,2.35E-05,2.47E-06,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,227,1406.437623,7200,117.8113726,1.58E-05,2.09E-06,2,_transport__freight_train__electricity___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Manufacture of food products,,6.60E-05,,6.60E-06,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,227,1406.437623,7200,117.8113726,5.60E-05,5.60E-06,2,_transport__freight_train__electricity___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Water transport,-1.24E-06,5.31E-06,1.02E-05,8.69E-07,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,227,1406.437623,7200,117.8113726,4.51E-06,7.38E-07,2,_transport__freight_train__electricity___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Manufacture of other transport equipment,,0.00207136,,0.000148941,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,227,1406.437623,7200,117.8113726,0.0017582,0.000126423,2,_transport__freight_train__electricity___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Manufacture of wood and products of wood and cork,,3.36E-05,,2.92E-06,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,227,1406.437623,7200,117.8113726,2.85E-05,2.48E-06,1,_transport__freight_train__electricity___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Manufacture of electrical equipment,,7.42E-06,,1.26E-06,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,227,1406.437623,7200,117.8113726,6.30E-06,1.07E-06,1,_transport__freight_train__electricity___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Construction of buildings,,1.66E-05,,1.14E-06,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,227,1406.437623,7200,117.8113726,1.41E-05,9.72E-07,1,_transport__freight_train__electricity___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
Wholesale and retail trade and repair of motor vehicles and motorcycles,,2.90E-05,,2.28E-06,300,_market_for_transport__freight_train___ton_kilometer__CH__None_,2,227,1406.437623,7200,117.8113726,2.47E-05,1.94E-06,1,_transport__freight_train__electricity___ton_kilometer__CH__None_,,,_market_for_transport__freight_train___ton_kilometer__CH__None_
